'sample #',MLII,V5
634874,946,1003
634875,947,1002
634876,946,1002
634877,947,1006
634878,947,1005
634879,947,1005
634880,947,1003
634881,947,1002
634882,945,1002
634883,946,1003
634884,947,1004
634885,948,1004
634886,944,1004
634887,944,1002
634888,946,1002
634889,947,1003
634890,948,1003
634891,949,1000
634892,947,999
634893,947,998
634894,946,998
634895,948,999
634896,949,1001
634897,950,999
634898,948,993
634899,947,993
634900,944,994
634901,947,996
634902,951,994
634903,949,994
634904,949,989
634905,948,988
634906,947,987
634907,951,988
634908,951,989
634909,950,986
634910,947,983
634911,946,983
634912,944,982
634913,945,985
634914,946,983
634915,947,980
634916,945,977
634917,942,978
634918,941,979
634919,943,985
634920,946,985
634921,944,985
634922,945,984
634923,942,983
634924,943,984
634925,944,985
634926,946,987
634927,946,987
634928,945,987
634929,945,988
634930,942,990
634931,947,997
634932,952,999
634933,954,1000
634934,953,1002
634935,954,1001
634936,957,1004
634937,961,1007
634938,966,1012
634939,968,1012
634940,968,1012
634941,966,1014
634942,965,1018
634943,970,1019
634944,973,1019
634945,970,1020
634946,971,1016
634947,971,1016
634948,970,1017
634949,969,1019
634950,972,1018
634951,972,1020
634952,972,1016
634953,970,1014
634954,970,1017
634955,974,1018
634956,974,1020
634957,973,1020
634958,972,1016
634959,972,1016
634960,970,1016
634961,974,1018
634962,975,1020
634963,976,1017
634964,973,1015
634965,973,1015
634966,974,1016
634967,975,1018
634968,975,1019
634969,974,1019
634970,972,1015
634971,972,1014
634972,973,1016
634973,972,1016
634974,974,1017
634975,973,1017
634976,971,1015
634977,969,1013
634978,970,1014
634979,967,1015
634980,973,1014
634981,971,1014
634982,971,1014
634983,967,1011
634984,966,1012
634985,968,1017
634986,971,1012
634987,970,1015
634988,969,1011
634989,966,1009
634990,966,1011
634991,965,1012
634992,967,1012
634993,967,1013
634994,966,1008
634995,965,1009
634996,965,1008
634997,966,1009
634998,966,1009
634999,966,1010
635000,964,1009
635001,962,1009
635002,961,1008
635003,964,1010
635004,966,1009
635005,964,1007
635006,962,1007
635007,961,1007
635008,959,1008
635009,962,1010
635010,963,1011
635011,964,1007
635012,965,1006
635013,959,1005
635014,960,1007
635015,962,1010
635016,965,1012
635017,964,1013
635018,965,1008
635019,965,1006
635020,964,1006
635021,967,1008
635022,971,1008
635023,972,1008
635024,973,1008
635025,972,1008
635026,973,1010
635027,977,1010
635028,979,1009
635029,980,1009
635030,978,1009
635031,977,1008
635032,977,1011
635033,980,1012
635034,984,1015
635035,986,1016
635036,986,1014
635037,985,1014
635038,987,1017
635039,988,1017
635040,989,1017
635041,988,1020
635042,990,1017
635043,990,1015
635044,989,1015
635045,990,1017
635046,990,1020
635047,988,1020
635048,984,1017
635049,984,1020
635050,985,1022
635051,989,1024
635052,992,1026
635053,991,1026
635054,993,1023
635055,996,1022
635056,998,1018
635057,997,1019
635058,989,1018
635059,984,1018
635060,980,1015
635061,977,1013
635062,971,1014
635063,970,1015
635064,970,1016
635065,967,1015
635066,964,1012
635067,960,1010
635068,959,1010
635069,960,1013
635070,963,1014
635071,964,1012
635072,961,1011
635073,961,1010
635074,958,1010
635075,960,1011
635076,962,1011
635077,960,1012
635078,959,1009
635079,957,1007
635080,958,1008
635081,958,1013
635082,962,1010
635083,960,1012
635084,959,1011
635085,960,1009
635086,958,1008
635087,961,1008
635088,962,1003
635089,959,996
635090,954,989
635091,944,982
635092,935,976
635093,931,976
635094,929,979
635095,920,993
635096,910,1014
635097,910,1040
635098,921,1068
635099,948,1090
635100,974,1109
635101,1001,1128
635102,1030,1149
635103,1067,1171
635104,1120,1198
635105,1178,1216
635106,1222,1200
635107,1245,1144
635108,1246,1067
635109,1210,1009
635110,1136,992
635111,1044,999
635112,972,1004
635113,937,1005
635114,933,1004
635115,940,1005
635116,949,1002
635117,955,1005
635118,956,1002
635119,955,1004
635120,954,1001
635121,952,1001
635122,952,1001
635123,952,1003
635124,951,1006
635125,952,1002
635126,948,998
635127,947,998
635128,949,1000
635129,949,1003
635130,951,1004
635131,952,1001
635132,951,1002
635133,948,1001
635134,947,999
635135,952,1002
635136,952,1002
635137,950,1005
635138,950,1004
635139,951,1002
635140,949,1001
635141,950,1003
635142,953,1005
635143,955,1003
635144,953,1001
635145,951,1000
635146,952,1002
635147,953,1008
635148,954,1009
635149,954,1008
635150,955,1003
635151,954,1003
635152,951,1003
635153,953,1006
635154,955,1005
635155,953,1002
635156,952,1000
635157,951,1000
635158,950,1003
635159,951,1004
635160,955,1004
635161,956,1004
635162,950,1002
635163,951,1000
635164,948,1002
635165,948,1002
635166,953,1003
635167,953,1005
635168,952,1001
635169,950,998
635170,948,998
635171,950,1001
635172,955,1000
635173,956,998
635174,954,997
635175,952,995
635176,954,997
635177,956,997
635178,958,998
635179,956,996
635180,955,994
635181,954,993
635182,953,994
635183,956,996
635184,958,994
635185,957,994
635186,956,988
635187,955,987
635188,952,988
635189,956,989
635190,956,988
635191,956,989
635192,956,985
635193,954,984
635194,952,982
635195,955,986
635196,956,986
635197,954,987
635198,955,984
635199,955,981
635200,954,984
635201,956,986
635202,959,989
635203,959,988
635204,959,987
635205,959,987
635206,960,992
635207,962,995
635208,966,998
635209,966,999
635210,966,1001
635211,966,1000
635212,966,1002
635213,969,1006
635214,971,1007
635215,971,1009
635216,971,1010
635217,969,1009
635218,970,1012
635219,972,1016
635220,975,1017
635221,974,1016
635222,976,1016
635223,973,1015
635224,975,1017
635225,976,1018
635226,976,1020
635227,978,1019
635228,977,1018
635229,974,1018
635230,974,1017
635231,976,1018
635232,977,1018
635233,977,1018
635234,977,1015
635235,976,1015
635236,977,1016
635237,976,1020
635238,977,1020
635239,978,1018
635240,976,1016
635241,973,1013
635242,972,1014
635243,974,1015
635244,975,1015
635245,975,1016
635246,973,1014
635247,972,1012
635248,970,1012
635249,972,1016
635250,972,1017
635251,971,1015
635252,971,1012
635253,968,1010
635254,969,1012
635255,971,1013
635256,974,1014
635257,972,1012
635258,971,1010
635259,971,1010
635260,969,1011
635261,969,1014
635262,970,1015
635263,971,1014
635264,971,1011
635265,968,1009
635266,968,1009
635267,970,1010
635268,971,1009
635269,970,1011
635270,968,1007
635271,966,1005
635272,963,1007
635273,960,1008
635274,963,1008
635275,966,1006
635276,961,1005
635277,960,1002
635278,960,1006
635279,961,1008
635280,962,1006
635281,964,1008
635282,962,1003
635283,960,1004
635284,959,1004
635285,959,1006
635286,961,1006
635287,960,1007
635288,959,1003
635289,958,1001
635290,956,1004
635291,956,1004
635292,961,1005
635293,957,1006
635294,958,1003
635295,958,1004
635296,957,1002
635297,957,1006
635298,961,1005
635299,961,1004
635300,960,1002
635301,959,1003
635302,956,1005
635303,960,1007
635304,961,1010
635305,962,1009
635306,960,1006
635307,960,1006
635308,961,1004
635309,962,1006
635310,966,1008
635311,967,1006
635312,968,1006
635313,968,1004
635314,967,1006
635315,971,1007
635316,973,1010
635317,977,1009
635318,975,1005
635319,975,1004
635320,977,1005
635321,977,1009
635322,980,1012
635323,980,1011
635324,981,1013
635325,978,1009
635326,983,1011
635327,982,1014
635328,989,1014
635329,988,1015
635330,989,1014
635331,987,1014
635332,982,1015
635333,982,1019
635334,984,1021
635335,984,1022
635336,983,1022
635337,983,1021
635338,982,1023
635339,986,1023
635340,992,1022
635341,994,1018
635342,992,1017
635343,984,1013
635344,977,1014
635345,975,1012
635346,975,1014
635347,973,1014
635348,968,1012
635349,965,1010
635350,958,1011
635351,959,1011
635352,958,1010
635353,958,1011
635354,957,1008
635355,958,1008
635356,956,1008
635357,957,1012
635358,959,1012
635359,955,1011
635360,957,1008
635361,955,1007
635362,954,1006
635363,954,1009
635364,956,1010
635365,955,1012
635366,954,1009
635367,952,1007
635368,951,1009
635369,954,1012
635370,956,1011
635371,956,1009
635372,955,1009
635373,953,1008
635374,953,1008
635375,953,1008
635376,957,1004
635377,956,1000
635378,952,991
635379,944,987
635380,938,983
635381,932,981
635382,928,982
635383,925,993
635384,916,1013
635385,910,1037
635386,917,1063
635387,938,1086
635388,966,1107
635389,997,1129
635390,1033,1151
635391,1080,1173
635392,1138,1192
635393,1189,1186
635394,1218,1139
635395,1222,1068
635396,1198,1009
635397,1131,989
635398,1042,997
635399,971,1003
635400,935,1005
635401,924,1006
635402,931,1004
635403,939,1001
635404,945,1002
635405,947,1001
635406,948,1003
635407,948,1003
635408,947,1004
635409,946,1001
635410,947,1003
635411,947,1003
635412,945,1006
635413,945,1004
635414,944,1002
635415,944,998
635416,944,999
635417,944,1000
635418,944,1003
635419,942,1003
635420,940,999
635421,940,998
635422,939,1000
635423,943,1003
635424,943,1003
635425,943,1002
635426,940,1002
635427,937,1004
635428,937,1004
635429,940,1004
635430,942,1004
635431,945,1004
635432,944,1001
635433,945,1001
635434,943,1004
635435,945,1005
635436,944,1006
635437,944,1005
635438,945,1003
635439,941,1002
635440,941,1003
635441,942,1006
635442,944,1009
635443,943,1006
635444,941,1004
635445,942,1003
635446,942,1001
635447,944,1004
635448,942,1004
635449,942,1003
635450,940,1004
635451,941,1002
635452,940,1003
635453,940,1004
635454,943,1003
635455,942,1003
635456,940,1001
635457,940,998
635458,942,1000
635459,942,1004
635460,944,1003
635461,946,1002
635462,944,998
635463,943,995
635464,940,995
635465,943,998
635466,945,998
635467,946,996
635468,946,996
635469,945,995
635470,942,996
635471,946,997
635472,948,997
635473,946,997
635474,945,991
635475,942,991
635476,942,991
635477,943,993
635478,944,993
635479,944,993
635480,944,990
635481,940,987
635482,939,985
635483,943,986
635484,945,988
635485,944,988
635486,943,985
635487,941,984
635488,938,985
635489,943,988
635490,944,989
635491,944,989
635492,946,990
635493,946,989
635494,945,995
635495,948,996
635496,951,997
635497,953,999
635498,952,998
635499,952,1001
635500,951,1003
635501,953,1006
635502,958,1007
635503,958,1008
635504,959,1008
635505,955,1008
635506,955,1011
635507,959,1014
635508,961,1015
635509,963,1018
635510,962,1016
635511,960,1012
635512,960,1016
635513,963,1016
635514,964,1017
635515,965,1016
635516,960,1014
635517,961,1013
635518,961,1013
635519,962,1015
635520,964,1016
635521,963,1017
635522,962,1013
635523,960,1011
635524,962,1013
635525,964,1014
635526,965,1015
635527,965,1017
635528,965,1014
635529,962,1012
635530,958,1014
635531,961,1014
635532,961,1015
635533,960,1015
635534,957,1013
635535,955,1011
635536,953,1011
635537,956,1011
635538,957,1011
635539,959,1010
635540,957,1007
635541,953,1009
635542,953,1011
635543,955,1012
635544,957,1013
635545,958,1008
635546,956,1007
635547,956,1002
635548,956,1001
635549,956,1003
635550,955,1006
635551,954,1004
635552,953,1006
635553,951,1005
635554,952,1007
635555,952,1009
635556,954,1007
635557,952,1004
635558,951,1004
635559,948,1000
635560,948,1003
635561,951,1004
635562,951,1005
635563,947,1004
635564,947,1000
635565,946,1000
635566,947,999
635567,945,999
635568,947,1002
635569,944,1001
635570,944,1002
635571,944,1002
635572,942,999
635573,944,998
635574,947,1003
635575,947,1002
635576,944,999
635577,943,998
635578,944,998
635579,948,1000
635580,950,1003
635581,949,1001
635582,950,999
635583,948,996
635584,946,998
635585,946,1001
635586,950,1001
635587,948,1004
635588,945,1002
635589,943,997
635590,943,1000
635591,945,1000
635592,947,1002
635593,949,1002
635594,947,1002
635595,948,999
635596,945,1001
635597,950,1004
635598,951,1005
635599,949,1002
635600,950,1000
635601,949,998
635602,949,1001
635603,949,1002
635604,953,1001
635605,958,1000
635606,955,999
635607,953,997
635608,954,998
635609,960,1002
635610,962,1003
635611,960,1001
635612,961,1000
635613,962,999
635614,962,1000
635615,966,1004
635616,967,1007
635617,968,1009
635618,970,1009
635619,966,1007
635620,966,1011
635621,970,1009
635622,972,1010
635623,975,1007
635624,972,1006
635625,968,1007
635626,968,1010
635627,971,1014
635628,972,1014
635629,974,1017
635630,971,1016
635631,973,1015
635632,976,1014
635633,977,1012
635634,980,1011
635635,976,1011
635636,971,1008
635637,964,1004
635638,958,1005
635639,956,1007
635640,953,1010
635641,949,1006
635642,947,1002
635643,944,996
635644,941,998
635645,943,1001
635646,943,1002
635647,944,1002
635648,943,1002
635649,938,998
635650,937,1000
635651,940,1002
635652,942,1004
635653,944,1001
635654,941,1003
635655,940,1002
635656,937,1003
635657,940,1005
635658,941,1001
635659,942,1001
635660,940,1001
635661,939,995
635662,936,998
635663,937,1002
635664,938,1001
635665,939,998
635666,936,994
635667,934,990
635668,930,986
635669,927,986
635670,922,982
635671,916,975
635672,913,974
635673,908,979
635674,897,998
635675,895,1022
635676,901,1042
635677,922,1055
635678,943,1064
635679,971,1077
635680,1002,1102
635681,1051,1127
635682,1107,1150
635683,1159,1147
635684,1194,1104
635685,1209,1037
635686,1185,978
635687,1125,958
635688,1043,964
635689,972,975
635690,926,984
635691,905,986
635692,903,988
635693,913,992
635694,924,992
635695,929,992
635696,929,988
635697,924,986
635698,922,989
635699,924,991
635700,927,992
635701,928,990
635702,927,987
635703,923,985
635704,920,988
635705,920,990
635706,921,993
635707,924,991
635708,926,990
635709,926,989
635710,923,991
635711,923,994
635712,926,994
635713,925,992
635714,928,994
635715,925,993
635716,925,994
635717,929,996
635718,933,994
635719,932,995
635720,931,992
635721,929,993
635722,928,992
635723,928,994
635724,929,992
635725,928,996
635726,925,994
635727,922,992
635728,922,990
635729,927,995
635730,922,993
635731,923,995
635732,921,993
635733,923,993
635734,924,990
635735,926,990
635736,928,991
635737,926,992
635738,926,989
635739,922,990
635740,925,991
635741,927,993
635742,927,995
635743,929,994
635744,928,992
635745,926,990
635746,927,990
635747,927,992
635748,929,993
635749,926,993
635750,924,988
635751,925,986
635752,924,986
635753,927,989
635754,926,990
635755,926,990
635756,927,987
635757,925,981
635758,924,984
635759,924,986
635760,927,987
635761,929,985
635762,930,983
635763,929,977
635764,925,978
635765,926,977
635766,922,979
635767,923,976
635768,923,973
635769,921,970
635770,918,971
635771,921,971
635772,921,971
635773,919,970
635774,920,967
635775,918,965
635776,917,966
635777,918,967
635778,919,971
635779,921,971
635780,918,972
635781,919,969
635782,920,971
635783,923,976
635784,926,981
635785,929,981
635786,931,978
635787,933,979
635788,931,986
635789,934,987
635790,935,989
635791,938,992
635792,940,992
635793,937,990
635794,939,991
635795,942,996
635796,947,999
635797,948,1002
635798,947,1001
635799,947,1001
635800,947,1001
635801,950,1002
635802,952,1007
635803,955,1005
635804,955,1005
635805,952,1001
635806,949,1003
635807,952,1005
635808,954,1006
635809,954,1005
635810,953,1005
635811,953,1002
635812,955,1004
635813,955,1006
635814,956,1006
635815,958,1008
635816,956,1006
635817,957,1003
635818,954,1002
635819,954,1004
635820,955,1007
635821,955,1006
635822,956,1004
635823,953,1002
635824,951,1003
635825,953,1005
635826,955,1007
635827,954,1006
635828,951,1003
635829,951,1002
635830,949,1003
635831,950,1001
635832,952,1002
635833,948,1000
635834,950,1000
635835,950,999
635836,948,998
635837,950,1001
635838,950,1000
635839,951,999
635840,949,996
635841,946,994
635842,945,995
635843,945,998
635844,950,999
635845,950,998
635846,949,993
635847,944,994
635848,943,995
635849,945,996
635850,946,999
635851,947,997
635852,947,999
635853,946,994
635854,946,994
635855,945,997
635856,949,998
635857,950,996
635858,943,997
635859,944,994
635860,943,994
635861,943,996
635862,948,997
635863,948,999
635864,947,996
635865,945,994
635866,943,996
635867,945,995
635868,948,999
635869,952,998
635870,950,996
635871,949,995
635872,947,995
635873,949,998
635874,951,1000
635875,952,997
635876,951,997
635877,949,995
635878,950,997
635879,950,999
635880,952,998
635881,949,999
635882,950,998
635883,949,996
635884,949,996
635885,950,999
635886,951,1001
635887,952,998
635888,953,996
635889,951,995
635890,950,995
635891,955,999
635892,958,997
635893,960,999
